23.320358,-27.894016,-14.408888
24.075943,-59.333584,-28.591209
26.720253,-79.566620,-27.953239
10.611664,-28.457579,-8.865234
3.633743,-58.818794,-18.913490
8.092781,-84.233582,-18.812243
9.573508,-82.091896,-39.366493
15.030442,-95.226662,-29.435705
23.797009,-99.883224,-16.686302
14.758545,-39.820911,-7.213975
15.189613,-60.062492,-3.879010
19.086462,-83.898361,-6.049254
15.518565,-14.501712,-13.910640
7.495788,-57.986958,-39.359718
9.573508,-82.091896,-39.366493
23.858681,-40.673058,-12.338195
28.987665,-62.402824,-10.472556
30.424543,-81.475060,-11.105345
